id,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
32613163,37.75771,-122.43681,House,Private room,1.0,1.0,2,$140.00 
32616360,37.7876,-122.40986,Hotel,Private room,1.0,0.0,1,$199.00 
32617088,37.78861,-122.41097,Hotel,Private room,1.0,0.0,1,$185.00 
32617586,37.76562,-122.42561,Apartment,Private room,1.5,1.0,4,$80.00 
32620353,37.7364,-122.39804,House,Entire home/apt,2.0,4.0,4,$280.00 
32635901,37.7642,-122.40176,Serviced apartment,Entire home/apt,1.0,1.0,30,$199.00 
32639632,37.76012,-122.50638,Guest suite,Private room,1.0,1.0,30,$49.00 
32641065,37.78702,-122.41101,Hotel,Private room,1.0,0.0,1,$199.00 
32642015,37.76124,-122.50632,Guest suite,Private room,1.0,1.0,30,$44.00 
32642255,37.76156,-122.50658,Guest suite,Private room,1.0,1.0,30,$50.00 
32643255,37.74888,-122.50162,House,Private room,1.0,1.0,1,$81.00 
32643720,37.76063,-122.43751,Condominium,Private room,1.0,1.0,31,$175.00 
32643853,37.78687,-122.42028,House,Entire home/apt,2.0,2.0,4,$656.00 
32644099,37.76185,-122.43678,Condominium,Private room,1.0,1.0,15,$150.00 
32660124,37.77156,-122.41197,Guest suite,Entire home/apt,1.0,1.0,2,$191.00 
32667541,37.79,-122.40685,Serviced apartment,Hotel room,1.0,0.0,2,$75.00 
32670599,37.72621,-122.38251,Apartment,Private room,1.0,1.0,30,$55.00 
32675691,37.72628,-122.38234,Apartment,Private room,1.0,1.0,30,$59.00 
32689496,37.73876,-122.38671,Guesthouse,Entire home/apt,2.0,2.0,3,$337.00 
32698397,37.78523,-122.41246,Hotel,Entire home/apt,1.0,1.0,1,$110.00 
32698808,37.7618,-122.39357,House,Entire home/apt,2.5,3.0,30,$225.00 
32702182,37.78633,-122.40891,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702217,37.78618,-122.40691,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702218,37.78701,-122.40898,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702220,37.78632,-122.40825,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702223,37.78617,-122.40678,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702224,37.78613,-122.40742,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702225,37.78466,-122.40869,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702227,37.7862,-122.40827,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702233,37.78683,-122.40763,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702234,37.7861,-122.40681,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702236,37.78669,-122.40746,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702237,37.7854,-122.4082,Hotel,Hotel room,1.0,1.0,1,$100.00 
32702921,37.75186,-122.49513,Guest suite,Entire home/apt,1.0,1.0,3,$129.00 
32703559,37.78779,-122.41103,Hotel,Hotel room,1.0,1.0,1,$100.00 
32703560,37.78675,-122.40953,Hotel,Hotel room,1.0,1.0,1,$100.00 
32703563,37.78743,-122.41109,Hotel,Hotel room,1.0,1.0,1,$100.00 
32703565,37.78778,-122.41101,Hotel,Hotel room,1.0,1.0,1,$100.00 
32703570,37.78804,-122.41145,Hotel,Hotel room,1.0,1.0,1,$100.00 
32703573,37.78822,-122.4109,Hotel,Hotel room,1.0,1.0,1,$100.00 
32703575,37.788,-122.41024,Hotel,Hotel room,1.0,1.0,1,$100.00 
32703576,37.78657,-122.40967,Hotel,Hotel room,1.0,1.0,1,$100.00 
32703577,37.78744,-122.41133,Hotel,Hotel room,1.0,1.0,1,$100.00 
32703814,37.78737,-122.40933,Hotel,Hotel room,1.0,1.0,1,$100.00 
32712890,37.7482,-122.48932,House,Private room,2.0,1.0,2,$88.00 
32716086,37.73604,-122.43615,Guest suite,Entire home/apt,1.0,0.0,2,$110.00 
32716394,37.73711,-122.42758,House,Entire home/apt,3.5,3.0,3,"$1,000.00 "
32716563,37.78713,-122.40942,Hotel,Private room,1.0,0.0,1,$199.00 
32716669,37.7879,-122.39384,Apartment,Entire home/apt,2.0,2.0,30,$261.00 
32717018,37.80519,-122.42037,Hotel,Private room,1.0,1.0,1,$189.00 
32717493,37.80628,-122.42017,Serviced apartment,Entire home/apt,1.0,1.0,1,$189.00 
32717828,37.78817,-122.39444,Apartment,Entire home/apt,1.0,1.0,30,$197.00 
32717831,37.78778,-122.39426,Apartment,Entire home/apt,1.0,0.0,30,$133.00 
32723815,37.76396,-122.43568,House,Private room,1.0,1.0,3,$250.00 
32724526,37.73831,-122.42768,Guest suite,Entire home/apt,1.0,1.0,2,$98.00 
32725950,37.76416,-122.4592,Guest suite,Private room,1.0,1.0,3,$195.00 
32726099,37.74064,-122.41407,Apartment,Entire home/apt,1.0,1.0,2,$140.00 
32727287,37.72042,-122.45838,House,Entire home/apt,1.0,1.0,1,$160.00 
32727389,37.74018,-122.4173,Guest suite,Entire home/apt,1.0,1.0,2,$150.00 
32728614,37.77642,-122.42639,Condominium,Entire home/apt,1.0,3.0,2,$60.00 
32740903,37.74636,-122.40856,House,Entire home/apt,1.0,2.0,3,$275.00 
32742549,37.766,-122.44815,Condominium,Entire home/apt,1.0,2.0,30,$300.00 
32744842,37.77445,-122.50441,House,Entire home/apt,2.5,3.0,3,$350.00 
32745068,37.76293,-122.46884,Condominium,Entire home/apt,1.0,0.0,3,$139.00 
32746725,37.77828,-122.5085,Guest suite,Entire home/apt,1.0,1.0,4,$129.00 
32747421,37.72076,-122.45039,House,Entire home/apt,1.0,1.0,30,$48.00 
32747602,37.77859,-122.47643,Guest suite,Entire home/apt,1.0,3.0,2,$235.00 
32749634,37.74185,-122.42977,Apartment,Entire home/apt,1.0,0.0,30,$125.00 
32750134,37.77874,-122.4864,Tiny house,Entire home/apt,1.0,1.0,30,$120.00 
32762782,37.77498,-122.42558,Condominium,Entire home/apt,1.0,3.0,2,$60.00 
32766126,37.77084,-122.44908,Apartment,Entire home/apt,1.0,1.0,30,$179.00 
32766699,37.80359,-122.4442,Condominium,Entire home/apt,2.0,2.0,30,$283.00 
32770430,37.74333,-122.47939,Apartment,Entire home/apt,1.0,2.0,2,$199.00 
32780343,37.76882,-122.41899,Apartment,Private room,1.0,1.0,1,$165.00 
32783075,37.73165,-122.44107,Apartment,Entire home/apt,1.0,1.0,30,$125.00 
32786479,37.79013,-122.41684,Cabin,Private room,1.5,1.0,2,$155.00 
32788121,37.78976,-122.40784,Serviced apartment,Entire home/apt,1.0,0.0,2,$60.00 
32789669,37.73929,-122.41697,Cabin,Entire home/apt,1.0,1.0,3,$119.00 
32792232,37.772,-122.43367,Apartment,Entire home/apt,1.0,2.0,2,$295.00 
32793845,37.7824,-122.47738,House,Entire home/apt,2.5,3.0,5,$450.00 
32795849,37.70866,-122.43679,House,Private room,1.0,1.0,30,$50.00 
32811695,37.79751,-122.42052,Condominium,Entire home/apt,2.5,3.0,30,$362.00 
32812271,37.80477,-122.42302,Resort,Private room,2.0,2.0,1,"$1,000.00 "
32813435,37.78364,-122.46299,House,Private room,2.0,1.0,1,$84.00 
32822227,37.7887,-122.40958,Hotel,Private room,1.0,0.0,1,$199.00 
32823963,37.80631,-122.42015,Hotel,Private room,1.0,1.0,1,$189.00 
32824201,37.71471,-122.46839,Guest suite,Entire home/apt,1.0,1.0,1,$125.00 
32836816,37.71545,-122.40071,Apartment,Entire home/apt,2.0,3.0,31,$145.00 
32838123,37.77608,-122.46988,Apartment,Entire home/apt,1.0,2.0,30,$201.00 
32838127,37.77724,-122.50268,Townhouse,Entire home/apt,2.0,2.0,30,$140.00 
32838139,37.78928,-122.43755,Apartment,Entire home/apt,1.0,1.0,30,$138.00 
32838142,37.78906,-122.4363,Apartment,Entire home/apt,1.0,1.0,30,$138.00 
32838150,37.74905,-122.42778,House,Entire home/apt,1.0,1.0,30,$163.00 
32838203,37.77012,-122.44241,Apartment,Entire home/apt,1.0,2.0,30,$138.00 
32842243,37.78621,-122.41476,Apartment,Entire home/apt,1.0,1.0,30,$106.00 
32843092,37.71747,-122.44957,House,Private room,1.0,3.0,1,"$1,000.00 "
32845190,37.78472,-122.41483,Apartment,Entire home/apt,1.0,2.0,30,$126.00 
32847389,37.76059,-122.46309,House,Private room,1.0,1.0,4,$150.00 
32861856,37.78765,-122.40992,Hotel,Private room,1.0,0.0,1,$199.00 
32866238,37.75303,-122.4382,Earth house,Private room,1.0,1.0,3,$109.00 
32867573,37.77672,-122.4141,Boutique hotel,Hotel room,4.0,1.0,7,$119.00 
32869691,37.759,-122.42306,Apartment,Entire home/apt,1.0,1.0,30,$140.00 
32870699,37.80631,-122.42108,Serviced apartment,Entire home/apt,1.0,1.0,1,$189.00 
32871760,37.75547,-122.42121,Guest suite,Entire home/apt,1.0,1.0,2,$200.00 
32872195,37.7768,-122.43427,Boutique hotel,Hotel room,1.0,1.0,2,$228.00 
32872247,37.77703,-122.43295,Boutique hotel,Private room,1.0,1.0,2,$196.00 
32872366,37.79603,-122.39904,Apartment,Entire home/apt,2.0,2.0,30,$202.00 
32872373,37.77658,-122.43412,Boutique hotel,Hotel room,1.0,1.0,2,$215.00 
32872463,37.77809,-122.43248,Boutique hotel,Hotel room,1.0,1.0,2,$230.00 
32872585,37.79591,-122.39884,Apartment,Entire home/apt,1.0,1.0,30,$158.00 
32877823,37.79964,-122.42144,Condominium,Entire home/apt,1.0,2.0,150,$315.00 
32890587,37.78285,-122.39051,Apartment,Entire home/apt,2.0,2.0,30,$219.00 
32891103,37.76149,-122.43334,Apartment,Entire home/apt,1.0,1.0,3,$175.00 
32891490,37.7622,-122.47592,House,Entire home/apt,2.0,3.0,4,$295.00 
32891625,37.75738,-122.494,Apartment,Entire home/apt,1.0,1.0,3,$120.00 
32895882,37.76427,-122.43492,Apartment,Entire home/apt,2.0,2.0,30,$207.00 
32896108,37.7708,-122.40372,Apartment,Entire home/apt,1.0,1.0,2,$327.00 
32898423,37.79446,-122.41958,Apartment,Entire home/apt,1.0,1.0,30,$95.00 
32903447,37.76718,-122.43205,Apartment,Private room,1.0,1.0,30,$80.00 
32919042,37.76223,-122.4384,Apartment,Entire home/apt,1.0,1.0,30,$130.00 
32920800,37.78895,-122.41148,Hotel,Private room,1.0,0.0,1,$199.00 
32921329,37.76359,-122.47291,Apartment,Private room,2.0,1.0,30,$47.00 
32921680,37.77661,-122.41593,Apartment,Private room,1.0,1.0,1,$171.00 
32921792,37.78895,-122.41006,Hotel,Private room,1.0,0.0,1,$199.00 
32926594,37.79374,-122.42529,Apartment,Entire home/apt,2.5,2.0,3,$599.00 
32941329,37.78821,-122.411,Hotel,Private room,1.0,0.0,1,$235.00 
32941335,37.78795,-122.3883,Condominium,Entire home/apt,1.0,1.0,2,$330.00 
32945280,37.77201,-122.5073,Townhouse,Private room,1.5,1.0,1,$120.00 
32945668,37.772,-122.50656,Townhouse,Private room,1.5,1.0,1,$100.00 
32945670,37.77954,-122.40125,Condominium,Entire home/apt,1.0,2.0,30,$172.00 
32957449,37.73006,-122.43455,House,Entire home/apt,1.0,0.0,30,$129.00 
32959579,37.73546,-122.4427,House,Private room,1.0,1.0,60,$60.00 
32962090,37.73542,-122.43873,Guest suite,Entire home/apt,1.0,1.0,1,$110.00 
32965651,37.74902,-122.42344,Apartment,Entire home/apt,1.0,3.0,2,$197.00 
32966854,37.7487,-122.40415,Guest suite,Entire home/apt,1.0,2.0,2,$190.00 
32967036,37.78,-122.40831,Condominium,Private room,1.0,1.0,30,$87.00 
32967255,37.78855,-122.42996,House,Entire home/apt,3.5,5.0,4,"$2,000.00 "
32983188,37.74045,-122.43704,Townhouse,Entire home/apt,2.5,3.0,4,$495.00 
32984485,37.78228,-122.40843,Condominium,Entire home/apt,1.0,1.0,30,$150.00 
32988806,37.79705,-122.39876,Apartment,Entire home/apt,1.0,0.0,30,$133.00 
32988970,37.7972,-122.39958,Apartment,Entire home/apt,1.0,0.0,30,$129.00 
32989214,37.79633,-122.39808,Apartment,Entire home/apt,2.0,2.0,30,$217.00 
33006355,37.7971,-122.3997,Apartment,Entire home/apt,1.0,0.0,30,$127.00 
33011757,37.79719,-122.40123,Apartment,Entire home/apt,1.0,1.0,30,$161.00 
33012989,37.79736,-122.40097,Apartment,Entire home/apt,1.0,1.0,30,$160.00 
33013551,37.72429,-122.41858,House,Private room,1.0,2.0,31,$84.00 
33015453,37.78842,-122.41512,Apartment,Entire home/apt,1.0,1.0,30,$144.00 
33015655,37.78704,-122.413,Condominium,Entire home/apt,1.0,0.0,30,$124.00 
33015887,37.76022,-122.42839,Cottage,Entire home/apt,1.0,1.0,2,$250.00 
33017026,37.78711,-122.48559,Apartment,Private room,1.0,0.0,31,$56.00 
33021274,37.79002,-122.40622,Serviced apartment,Entire home/apt,1.0,0.0,2,$60.00 
33021614,37.74723,-122.43024,Apartment,Entire home/apt,1.0,0.0,1,$159.00 
33021652,37.79028,-122.40629,Serviced apartment,Hotel room,1.0,0.0,2,$60.00 
33022608,37.78782,-122.38909,Condominium,Entire home/apt,1.0,1.0,30,$270.00 
33023017,37.73969,-122.41414,Apartment,Entire home/apt,1.0,2.0,5,$220.00 
33023168,37.73485,-122.45057,House,Entire home/apt,2.0,4.0,3,$375.00 
33023471,37.7895,-122.38909,Apartment,Entire home/apt,1.0,1.0,30,$260.00 
33023592,37.75471,-122.42443,Apartment,Entire home/apt,1.0,1.0,30,$175.00 
33035888,37.77068,-122.44645,Apartment,Entire home/apt,1.0,3.0,2,$250.00 
33043710,37.78578,-122.41071,Hostel,Hotel room,1.0,1.0,32,$29.00 
33050224,37.72813,-122.42257,Guest suite,Entire home/apt,1.0,1.0,30,$94.00 
33054428,37.79099,-122.41397,Apartment,Entire home/apt,2.0,2.0,30,$298.00 
33054543,37.78447,-122.38906,Apartment,Entire home/apt,2.0,2.0,30,$219.00 
33069292,37.77827,-122.42296,Hotel,Private room,1.0,0.0,1,$179.00 
33078270,37.7134,-122.40999,House,Private room,1.0,1.0,2,$100.00 
33079601,37.74082,-122.41934,House,Entire home/apt,2.0,3.0,3,$250.00 
33079877,37.74974,-122.40728,House,Private room,1.0,1.0,30,$60.00 
33083892,37.77336,-122.4088,Apartment,Entire home/apt,1.0,1.0,30,$233.00 
33091231,37.78902,-122.40977,Hotel,Private room,1.0,0.0,1,$199.00 
33098113,37.79393,-122.41977,Apartment,Entire home/apt,1.0,2.0,30,$187.00 
33098182,37.79295,-122.41983,Apartment,Entire home/apt,1.0,2.0,30,$174.00 
33114457,37.77895,-122.49897,Apartment,Private room,1.0,1.0,30,$38.00 
33115200,37.76659,-122.44476,Apartment,Entire home/apt,1.0,1.0,30,$120.00 
33115368,37.77463,-122.4,Condominium,Entire home/apt,1.0,2.0,30,$210.00 
33132888,37.75202,-122.40926,Condominium,Private room,1.0,1.0,1,$125.00 
33133750,37.78837,-122.44797,Apartment,Entire home/apt,1.5,1.0,2,$275.00 
33134275,37.7623,-122.43255,House,Entire home/apt,1.0,1.0,1,$250.00 
33135588,37.76162,-122.46131,Guest suite,Entire home/apt,1.0,1.0,2,$169.00 
33137304,37.75106,-122.42375,Apartment,Entire home/apt,1.0,1.0,30,$220.00 
33141021,37.76042,-122.48197,House,Entire home/apt,1.5,2.0,2,$170.00 
33143025,37.77517,-122.44507,Condominium,Entire home/apt,1.0,2.0,60,$210.00 
33161371,37.73155,-122.44395,House,Private room,1.0,1.0,2,$125.00 
33166972,37.76449,-122.43632,Guesthouse,Entire home/apt,1.0,1.0,1,$109.00 
33172422,37.73289,-122.39297,House,Private room,2.0,1.0,30,$58.00 
33172768,37.77229,-122.42202,Condominium,Private room,1.5,1.0,3,$75.00 
33179592,37.78366,-122.38918,Apartment,Entire home/apt,2.0,2.0,30,$219.00 
33185972,37.80517,-122.42016,Serviced apartment,Entire home/apt,1.0,2.0,1,$252.00 
33190019,37.79029,-122.4064,Boutique hotel,Private room,2.0,2.0,4,$425.00 
33193799,37.70837,-122.43532,House,Entire home/apt,2.0,3.0,1,$395.00 
33197038,37.76732,-122.43663,Apartment,Private room,1.5,1.0,30,$200.00 
33197258,37.79942,-122.41894,House,Entire home/apt,1.0,2.0,30,$180.00 
33198942,37.80267,-122.42164,Apartment,Entire home/apt,1.0,0.0,30,$120.00 
33199120,37.77076,-122.43153,Apartment,Entire home/apt,2.0,2.0,2,$232.00 
33224082,37.75106,-122.41233,Condominium,Private room,1.0,1.0,2,$89.00 
33224754,37.78057,-122.45066,Apartment,Entire home/apt,1.0,0.0,30,$75.00 
33225891,37.79948,-122.40835,House,Entire home/apt,1.0,1.0,30,$164.00 
33241183,37.74698,-122.4151,Apartment,Private room,1.0,1.0,2,$99.00 
33254247,37.75327,-122.43277,House,Private room,1.5,1.0,1,$83.00 
33256694,37.73195,-122.42887,House,Private room,1.0,1.0,1,$84.00 
33267971,37.77539,-122.41978,Apartment,Entire home/apt,1.0,0.0,30,$157.00 
33268331,37.77595,-122.41948,Apartment,Entire home/apt,1.0,0.0,30,$215.00 
33269893,37.77447,-122.42034,Apartment,Entire home/apt,1.0,0.0,30,$214.00 
33269979,37.77592,-122.42015,Apartment,Entire home/apt,1.0,0.0,30,$214.00 
33270156,37.78297,-122.39931,Apartment,Shared room,2.5,1.0,30,$40.00 
33270662,37.78832,-122.39448,Apartment,Entire home/apt,1.0,0.0,30,$159.00 
33270720,37.78652,-122.39336,Apartment,Entire home/apt,1.0,0.0,30,$159.00 
33270760,37.78712,-122.39525,Apartment,Entire home/apt,1.0,0.0,30,$159.00 
33270767,37.7096,-122.41844,House,Private room,1.0,2.0,1,$150.00 
33270860,37.78797,-122.39445,Apartment,Entire home/apt,1.0,0.0,30,$159.00 
33270882,37.78793,-122.39528,Apartment,Entire home/apt,1.0,0.0,30,$159.00 
33271186,37.77462,-122.4496,Apartment,Entire home/apt,3.0,3.0,2,$900.00 
33271309,37.77487,-122.45034,Apartment,Entire home/apt,2.0,2.0,2,$699.00 
33272418,37.73989,-122.41122,House,Private room,1.0,1.0,1,$75.00 
33272979,37.78563,-122.41033,Hostel,Private room,0.0,1.0,32,$49.00 
33275444,37.75841,-122.42154,House,Entire home/apt,1.5,3.0,4,$200.00 
33289179,37.79817,-122.4093,House,Entire home/apt,2.0,3.0,30,$235.00 
33292153,37.78888,-122.41316,Apartment,Private room,1.0,1.0,2,$85.00 
33296068,37.78811,-122.41501,Apartment,Private room,1.0,1.0,1,$199.00 
33310899,37.76355,-122.42572,Guest suite,Entire home/apt,1.0,1.0,30,$128.00 
33315003,37.75075,-122.41686,Apartment,Entire home/apt,1.5,4.0,1,$275.00 
33316756,37.77852,-122.47584,Apartment,Private room,1.5,1.0,2,$89.00 
33341233,37.78542,-122.4102,Hostel,Hotel room,1.0,1.0,32,$36.00 
33346622,37.75898,-122.41484,Apartment,Private room,1.0,1.0,1,$120.00 
33364533,37.7557,-122.40028,House,Entire home/apt,1.0,2.0,30,$205.00 
33365567,37.76463,-122.44865,House,Private room,1.0,1.0,1,$120.00 
33368652,37.79487,-122.42372,Hotel,Hotel room,1.0,1.0,1,$249.00 
33370186,37.78726,-122.41213,Hotel,Hotel room,1.0,1.0,1,$541.00 
33370525,37.78742,-122.41195,Hotel,Private room,1.0,1.0,1,$345.00 
33370910,37.78499,-122.40889,Hotel,Hotel room,1.0,1.0,1,$337.00 
33371245,37.78681,-122.44705,Serviced apartment,Hotel room,1.0,1.0,1,$554.00 
33371894,37.78457,-122.4093,Hostel,Hotel room,1.0,1.0,32,$19.00 
33372594,37.79982,-122.41894,Condominium,Entire home/apt,2.5,3.0,30,$282.00 
33372601,37.79885,-122.41899,Condominium,Entire home/apt,2.5,3.0,30,$295.00 
33386303,37.79404,-122.40186,Hotel,Hotel room,1.0,1.0,1,$388.00 
33396706,37.74109,-122.41083,House,Entire home/apt,3.0,4.0,30,$400.00 
33400148,37.78912,-122.39449,Apartment,Entire home/apt,1.0,1.0,30,$175.00 
33400358,37.78733,-122.39443,Apartment,Entire home/apt,1.0,0.0,30,$148.00 
33400608,37.77737,-122.44477,Guesthouse,Entire home/apt,1.0,0.0,30,$145.00 
33400825,37.77418,-122.42376,Boutique hotel,Hotel room,1.0,2.0,2,$334.00 
33400949,37.7757,-122.42216,Boutique hotel,Private room,1.0,1.0,2,$218.00 
33401021,37.77531,-122.42377,Boutique hotel,Private room,1.0,1.0,2,$216.00 
33405043,37.78998,-122.40794,Serviced apartment,Hotel room,1.0,0.0,2,$65.00 
33417325,37.77866,-122.43273,Apartment,Entire home/apt,1.0,0.0,30,$174.00 
33420461,37.7999,-122.4042,Cottage,Entire home/apt,2.5,2.0,30,$195.00 
33420931,37.7744,-122.4218,Boutique hotel,Private room,1.0,1.0,2,$184.00 
33421098,37.77517,-122.42219,Boutique hotel,Private room,1.0,1.0,2,$195.00 
33421279,37.77512,-122.42388,Boutique hotel,Private room,1.0,1.0,2,$227.00 
33421281,37.77573,-122.42315,Boutique hotel,Private room,1.0,1.0,2,$288.00 
33421288,37.77381,-122.42184,Boutique hotel,Private room,1.0,1.0,2,$242.00 
33421484,37.77524,-122.42175,Boutique hotel,Private room,1.0,1.0,2,$197.00 
33425094,37.79644,-122.41308,Serviced apartment,Hotel room,2.0,3.0,30,$289.00 
33430562,37.76289,-122.44561,House,Private room,1.5,2.0,1,$350.00 
33431036,37.77874,-122.41065,Apartment,Entire home/apt,1.0,0.0,30,$87.00 
33446174,37.78872,-122.41347,Apartment,Private room,1.0,1.0,1,$199.00 
33451367,37.77178,-122.44356,Apartment,Entire home/apt,1.0,5.0,30,$300.00 
33451515,37.76649,-122.42699,Apartment,Private room,1.0,1.0,30,$85.00 
33452479,37.7715,-122.4136,Apartment,Entire home/apt,2.0,2.0,2,$449.00 
33453976,37.7558,-122.39207,Apartment,Entire home/apt,2.0,1.0,30,$47.00 
33457138,37.76245,-122.44192,Condominium,Private room,1.0,1.0,2,$145.00 
33471132,37.80038,-122.44181,Condominium,Private room,1.0,2.0,30,$175.00 
33489920,37.78949,-122.41327,Condominium,Entire home/apt,1.0,1.0,3,$229.00 
33493552,37.77676,-122.44059,Apartment,Entire home/apt,1.5,4.0,2,$248.00 
33495561,37.77447,-122.50667,Guest suite,Entire home/apt,1.0,2.0,1,$199.00 
33516235,37.75925,-122.50817,Apartment,Entire home/apt,1.0,1.0,1,$139.00 
33517793,37.80498,-122.42373,Aparthotel,Entire home/apt,3.0,3.0,1,"$1,300.00 "
33521977,37.78493,-122.46081,Apartment,Private room,1.0,1.0,3,$300.00 
33526719,37.7768,-122.50638,House,Private room,1.0,1.0,1,$130.00 
33528043,37.77374,-122.41135,Apartment,Entire home/apt,1.0,0.0,30,$114.00 
33528153,37.77203,-122.41256,Apartment,Entire home/apt,1.0,0.0,30,$113.00 
33528203,37.77354,-122.41126,Apartment,Entire home/apt,1.0,0.0,30,$114.00 
33528248,37.7739,-122.41243,Apartment,Entire home/apt,1.0,0.0,30,$118.00 
33528270,37.774,-122.41121,Apartment,Entire home/apt,1.0,0.0,30,$113.00 
33528893,37.73862,-122.41559,Apartment,Entire home/apt,1.0,2.0,4,$350.00 
33530603,37.78367,-122.39813,Apartment,Private room,1.0,1.0,1,$120.00 
33531752,37.78034,-122.41355,Condominium,Entire home/apt,1.0,1.0,30,$150.00 
33532937,37.78269,-122.44056,House,Private room,1.5,1.0,30,$70.00 
33533171,37.76889,-122.42319,House,Entire home/apt,2.5,3.0,30,$999.00 
33534825,37.79135,-122.41059,Hotel,Hotel room,1.0,1.0,1,$239.00 
33537662,37.79111,-122.41067,Hotel,Hotel room,1.0,1.0,30,"$1,229.00 "
33551130,37.77687,-122.39774,Condominium,Entire home/apt,2.0,1.0,30,$179.00 
33551880,37.79874,-122.42983,Apartment,Entire home/apt,1.0,1.0,3,$225.00 
33557580,37.74715,-122.43349,House,Entire home/apt,1.0,0.0,4,$195.00 
33561856,37.79875,-122.40867,House,Entire home/apt,2.0,2.0,30,$220.00 
33586705,37.78583,-122.41447,Hotel,Private room,1.0,1.0,1,$250.00 
33587710,37.799,-122.41727,Apartment,Entire home/apt,2.0,2.0,30,$199.00 
33587968,37.79814,-122.41768,Apartment,Entire home/apt,2.0,2.0,30,$214.00 
33608260,37.77343,-122.41018,Condominium,Private room,1.5,1.0,3,$99.00 
33608274,37.77356,-122.41022,Condominium,Private room,2.5,1.0,3,$125.00 
33614858,37.77944,-122.42009,Hostel,Hotel room,1.0,1.0,32,$29.00 
33615732,37.77079,-122.41345,Apartment,Entire home/apt,1.0,1.0,30,$108.00 
33633991,37.79204,-122.40655,Apartment,Entire home/apt,1.0,1.0,30,$176.00 
33634099,37.79079,-122.41397,Apartment,Entire home/apt,2.0,2.0,30,$255.00 
33634536,37.78779,-122.42041,Apartment,Entire home/apt,1.0,0.0,30,$220.00 
33636813,37.72289,-122.39927,House,Private room,1.0,1.0,30,$55.00 
33641010,37.79015,-122.43229,Apartment,Entire home/apt,1.0,1.0,30,$148.00 
33644460,37.74941,-122.47792,House,Private room,1.0,1.0,1,$89.00 
33662613,37.77662,-122.44201,Condominium,Entire home/apt,2.0,2.0,3,$235.00 
33667375,37.76153,-122.44206,House,Private room,1.0,1.0,1,$90.00 
33682780,37.77762,-122.48906,Apartment,Entire home/apt,1.0,2.0,2,$350.00 
33687369,37.77235,-122.42771,Condominium,Private room,1.5,1.0,2,$120.00 
33691185,37.76358,-122.4116,Loft,Entire home/apt,2.0,2.0,2,$580.00 
33692799,37.78892,-122.41894,House,Entire home/apt,1.5,3.0,4,$475.00 
33704566,37.77755,-122.40631,Guest suite,Entire home/apt,1.0,0.0,30,$167.00 
33711571,37.77601,-122.42747,Apartment,Entire home/apt,1.0,2.0,30,$189.00 
33713266,37.7187,-122.39225,House,Private room,1.0,1.0,30,$75.00 
33715114,37.75551,-122.50742,House,Private room,1.0,1.0,1,$100.00 
33745682,37.74438,-122.47724,Apartment,Private room,1.0,1.0,30,$400.00 
33746670,37.78602,-122.41412,Hotel,Private room,1.0,1.0,1,$100.00 
33747836,37.73886,-122.41867,House,Entire home/apt,2.0,2.0,3,$490.00 
33771656,37.78636,-122.41783,Apartment,Entire home/apt,1.0,1.0,30,$100.00 
33773572,37.74079,-122.41431,House,Private room,1.0,1.0,2,$129.00 
33777255,37.77038,-122.44549,Apartment,Entire home/apt,1.5,2.0,30,$136.00 
33781225,37.74454,-122.49181,Apartment,Entire home/apt,1.0,0.0,1,$95.00 
33781414,37.7984,-122.43205,Apartment,Private room,2.0,1.0,30,$93.00 
33783113,37.72046,-122.44038,House,Entire home/apt,2.0,3.0,2,$152.00 
33783996,37.71939,-122.43498,House,Entire home/apt,1.5,3.0,4,$280.00 
33784880,37.7781,-122.41033,Apartment,Entire home/apt,1.0,0.0,30,$110.00 
33804128,37.77443,-122.40907,Apartment,Entire home/apt,1.0,1.0,30,$175.00 
33804227,37.77253,-122.41053,Apartment,Entire home/apt,2.0,2.0,30,$221.00 
33810861,37.72028,-122.44211,House,Private room,1.0,1.0,2,$74.00 
33810932,37.72045,-122.43362,House,Entire home/apt,3.0,4.0,3,$500.00 
33830929,37.7847,-122.43573,Apartment,Entire home/apt,1.0,0.0,30,$131.00 
33830997,37.78445,-122.43539,Apartment,Entire home/apt,1.0,1.0,30,$163.00 
33836677,37.73114,-122.4835,House,Private room,1.0,1.0,30,$100.00 
33850678,37.75211,-122.48474,House,Private room,1.0,2.0,1,$240.00 
33859591,37.80269,-122.44452,Condominium,Entire home/apt,2.0,3.0,60,$345.00 
33863188,37.79021,-122.43621,Apartment,Entire home/apt,2.0,3.0,4,$310.00 
33873677,37.80252,-122.42665,Condominium,Entire home/apt,1.0,1.0,2,$300.00 
33881252,37.776,-122.44905,Apartment,Private room,1.0,1.0,40,$65.00 
33883208,37.72938,-122.46085,House,Entire home/apt,2.5,3.0,2,$475.00 
